Genre,Segment,Title
Entertainment,Art,"Hyderabad , Kanika Mukerjee creates landscape strip discarded cloth"
Entertainment,Art,"Bengaluru ’ # MAP true showcase art People , people"
Entertainment,Art,Satyabrata Das brings skyscapes Bengaluru
